label,finalScore,finalCash,buildingsPlaced,tilesUsed,serviceShare,housingShare,commercialShare,cashReserve,housingSizeBias,industryAppetite,damPolicy,drainagePolicy,olympicsIntent,slumUpgrades,expansionTiming,twistOrder,treasureTile,treasureHit,preparedFlood,pandemicMet,olympicsQualified,industryPowerShare,industryWaterShare
random,-1319,52.0,82,82,0.321,0.296,0.107,0.275,medium,large,never,partial,ignore,2,spread,flood|immigration|pandemic,1,7,true,true,false,false,0.000,0.000
random,2340,402.8,122,122,0.620,0.093,0.223,0.064,small,none,after-flood,full,committed,1,year0,immigration|pandemic|flood,11,10,false,true,false,true,0.000,0.000
random,557,151.8,88,88,0.243,0.099,0.399,0.260,large,medium,after-flood,partial,ignore,1,year0,pandemic|flood|immigration,8,9,true,true,false,false,0.000,0.140
random,-1839,261.0,105,105,0.226,0.301,0.416,0.057,large,medium,never,partial,committed,0,year0,immigration|flood|pandemic,4,0,true,true,false,true,0.000,0.000
random,252,257.0,108,108,0.312,0.224,0.226,0.238,large,medium,early,full,opportunistic,3,year0,pandemic|flood|immigration,8,14,false,true,false,true,0.000,0.022
random,-1210,187.0,83,83,0.298,0.148,0.302,0.252,medium,small,early,none,committed,0,spread,immigration|pandemic|flood,3,15,false,true,false,false,0.000,0.000
random,1100,6.5,83,83,0.564,0.402,0.008,0.026,mixed,large,never,partial,committed,3,late,flood|pandemic|immigration,9,0,false,true,true,false,0.000,0.000
random,1343,102.5,134,134,0.471,0.200,0.249,0.080,mixed,medium,never,full,opportunistic,0,year0,immigration|pandemic|flood,1,5,true,true,false,true,0.000,0.010
random,2545,66.0,135,135,0.513,0.140,0.276,0.071,small,large,after-flood,partial,opportunistic,4,year0,pandemic|flood|immigration,0,12,false,true,false,true,0.000,0.000
random,449,211.5,76,76,0.291,0.302,0.323,0.084,small,small,never,none,ignore,3,year0,pandemic|flood|immigration,3,15,false,false,false,false,0.000,0.047
random,725,44.5,80,80,0.402,0.198,0.317,0.083,small,none,after-flood,none,ignore,2,year0,flood|immigration|pandemic,9,10,false,true,false,false,0.000,0.000
random,472,47.8,93,93,0.475,0.289,0.175,0.061,medium,small,never,partial,ignore,3,year0,immigration|flood|pandemic,10,12,false,true,false,false,0.000,0.000
random,2110,1.0,96,96,0.485,0.101,0.380,0.033,small,large,never,partial,ignore,3,spread,immigration|pandemic|flood,3,12,true,true,false,false,0.000,0.162
random,1460,13.3,114,114,0.335,0.201,0.312,0.152,medium,large,never,full,ignore,2,late,immigration|flood|pandemic,9,13,false,true,false,false,0.000,0.000
random,-3065,30.8,74,74,0.321,0.383,0.120,0.176,large,none,after-flood,partial,ignore,1,spread,flood|pandemic|immigration,9,2,true,true,false,false,0.000,0.000
random,2233,79.5,135,135,0.371,0.218,0.278,0.132,mixed,large,never,full,opportunistic,4,late,immigration|flood|pandemic,3,2,true,true,true,true,0.000,0.000
random,2342,559.5,128,128,0.395,0.110,0.205,0.290,small,large,never,full,committed,3,late,pandemic|immigration|flood,1,4,true,true,true,true,0.000,0.000
random,-1135,4.0,110,110,0.290,0.312,0.241,0.157,medium,large,early,partial,opportunistic,4,spread,flood|pandemic|immigration,0,3,true,true,false,false,0.000,0.000
random,-22,13.3,89,89,0.399,0.222,0.110,0.268,large,small,early,full,committed,2,spread,flood|immigration|pandemic,9,9,false,true,false,false,0.000,0.000
random,-455,113.0,112,112,0.389,0.344,0.179,0.088,medium,large,early,full,opportunistic,2,year0,immigration|flood|pandemic,1,1,false,true,false,true,0.000,0.070
random,-528,5.8,105,105,0.419,0.357,0.158,0.066,mixed,none,early,partial,committed,4,spread,pandemic|immigration|flood,7,5,true,true,false,true,0.000,0.000
random,2343,161.5,85,85,0.561,0.089,0.214,0.137,medium,large,early,none,committed,3,year0,pandemic|immigration|flood,8,13,false,true,false,true,0.000,0.000
random,2171,622.0,110,110,0.369,0.085,0.395,0.152,mixed,large,early,none,committed,3,late,flood|pandemic|immigration,8,0,true,true,true,true,0.000,0.000
random,1839,195.5,93,93,0.859,0.034,0.083,0.024,large,small,early,full,opportunistic,2,year0,pandemic|immigration|flood,8,10,true,true,false,false,0.000,0.000
random,1010,67.8,100,100,0.480,0.326,0.102,0.092,small,small,early,partial,committed,4,year0,immigration|pandemic|flood,6,5,false,true,false,false,0.000,0.000
random,716,118.3,108,108,0.345,0.314,0.198,0.143,small,medium,never,partial,ignore,0,year0,immigration|pandemic|flood,5,4,true,true,false,false,0.000,0.000
random,1264,106.8,116,116,0.397,0.248,0.312,0.043,small,large,after-flood,full,committed,2,year0,flood|pandemic|immigration,11,4,false,true,false,true,0.000,0.095
random,-400,357.3,79,79,0.262,0.164,0.208,0.367,medium,medium,early,none,committed,4,spread,pandemic|immigration|flood,11,8,false,true,false,true,0.000,0.095
random,-452,43.0,130,130,0.377,0.219,0.379,0.025,mixed,medium,after-flood,partial,committed,0,spread,immigration|pandemic|flood,4,15,false,true,false,true,0.000,0.078
random,-633,65.0,82,82,0.478,0.382,0.035,0.105,mixed,small,never,partial,ignore,3,year0,immigration|flood|pandemic,10,1,false,true,false,false,0.000,0.000
random,-343,300.0,73,73,0.217,0.329,0.299,0.155,mixed,none,after-flood,none,ignore,1,year0,immigration|pandemic|flood,7,14,false,true,false,false,0.000,0.000
random,2165,10.5,124,124,0.532,0.228,0.229,0.011,large,large,after-flood,partial,opportunistic,2,late,flood|pandemic|immigration,6,1,false,true,false,true,0.000,0.000
random,-908,58.8,104,104,0.317,0.257,0.271,0.155,medium,none,never,partial,opportunistic,2,spread,flood|immigration|pandemic,5,12,true,true,false,false,0.000,0.000
random,1839,99.3,71,71,0.568,0.186,0.198,0.049,small,medium,after-flood,none,ignore,4,year0,pandemic|flood|immigration,7,1,true,true,false,false,0.000,0.000
random,1374,4.8,110,110,0.315,0.056,0.384,0.245,mixed,small,never,full,ignore,2,year0,flood|pandemic|immigration,8,4,false,true,false,false,0.000,0.083
random,-2561,231.8,109,109,0.188,0.253,0.288,0.271,large,small,early,partial,opportunistic,1,spread,flood|pandemic|immigration,6,13,false,true,false,true,0.000,0.012
random,1288,420.8,114,114,0.245,0.086,0.463,0.205,medium,none,after-flood,partial,opportunistic,3,year0,immigration|pandemic|flood,10,9,false,true,false,false,0.000,0.000
random,-464,12.5,120,120,0.394,0.260,0.308,0.037,mixed,medium,never,full,opportunistic,0,spread,immigration|pandemic|flood,7,12,true,true,false,true,0.000,0.023
random,1761,1228.5,115,115,0.507,0.013,0.282,0.198,medium,medium,early,partial,opportunistic,1,spread,pandemic|immigration|flood,11,15,false,true,false,true,0.133,0.125
random,806,131.8,124,124,0.325,0.235,0.125,0.315,small,medium,after-flood,full,committed,4,year0,pandemic|immigration|flood,2,3,true,true,false,false,0.000,0.000
random,-194,35.5,121,121,0.280,0.356,0.200,0.165,small,small,early,full,committed,2,spread,flood|immigration|pandemic,8,7,true,true,false,true,0.000,0.035
random,-312,12.0,104,104,0.414,0.358,0.046,0.182,small,none,never,partial,opportunistic,1,spread,pandemic|flood|immigration,10,0,false,true,false,false,0.000,0.000
random,1223,9.0,102,102,0.657,0.218,0.078,0.047,small,medium,never,full,ignore,0,year0,flood|immigration|pandemic,3,7,true,true,false,false,0.000,0.000
random,2087,46.0,95,95,0.540,0.346,0.107,0.007,small,none,never,none,committed,2,late,immigration|flood|pandemic,2,14,false,false,false,true,0.000,0.000
random,1802,747.3,97,97,0.376,0.068,0.097,0.458,small,medium,never,partial,committed,1,late,immigration|pandemic|flood,3,11,false,true,false,false,0.000,0.000
random,45,106.0,90,90,0.296,0.251,0.229,0.223,medium,small,after-flood,full,ignore,1,year0,pandemic|flood|immigration,11,2,false,true,false,false,0.000,0.000
random,831,134.8,109,109,0.267,0.307,0.282,0.144,small,none,after-flood,none,committed,0,late,flood|immigration|pandemic,6,8,false,true,false,true,0.000,0.000
random,2359,597.0,115,115,0.387,0.110,0.144,0.359,large,none,after-flood,partial,committed,3,late,pandemic|immigration|flood,5,2,false,true,true,true,0.000,0.000
random,97,94.3,73,73,0.445,0.257,0.155,0.143,mixed,large,after-flood,none,ignore,3,spread,pandemic|immigration|flood,6,13,false,true,false,false,0.000,0.000
random,-1378,376.0,108,108,0.191,0.368,0.286,0.155,large,small,never,partial,committed,2,year0,pandemic|flood|immigration,4,3,true,true,false,true,0.000,0.006
random,491,87.3,102,102,0.361,0.296,0.114,0.228,small,small,never,partial,committed,1,year0,pandemic|flood|immigration,8,12,false,true,false,false,0.000,0.000
random,2022,453.0,102,102,0.588,0.092,0.097,0.223,mixed,large,never,full,opportunistic,4,late,pandemic|flood|immigration,3,13,false,true,true,false,0.000,0.000
random,1859,647.0,103,103,0.513,0.073,0.193,0.221,large,none,never,partial,committed,0,year0,immigration|flood|pandemic,5,8,true,true,false,true,0.000,0.000
random,505,2.0,104,104,0.383,0.445,0.111,0.061,medium,medium,never,partial,committed,3,late,flood|immigration|pandemic,9,6,false,true,true,false,0.000,0.000
random,-826,98.5,111,111,0.282,0.317,0.315,0.085,mixed,small,after-flood,full,opportunistic,1,year0,flood|immigration|pandemic,10,2,true,true,false,false,0.000,0.000
random,1455,111.8,78,78,0.408,0.361,0.010,0.220,small,small,early,none,opportunistic,2,late,flood|pandemic|immigration,6,14,false,true,false,false,0.000,0.000
random,-642,117.0,98,98,0.325,0.362,0.165,0.147,mixed,small,never,partial,ignore,0,year0,immigration|pandemic|flood,4,2,false,true,false,false,0.000,0.000
random,1335,14.0,97,97,0.552,0.275,0.039,0.134,mixed,large,early,partial,ignore,3,late,immigration|flood|pandemic,7,3,true,true,true,false,0.000,0.000
random,1951,28.8,125,125,0.348,0.098,0.392,0.162,small,large,never,full,ignore,1,spread,pandemic|immigration|flood,5,10,true,true,false,false,0.000,0.128
random,223,66.5,124,124,0.299,0.171,0.195,0.336,small,small,after-flood,full,opportunistic,1,spread,flood|immigration|pandemic,1,5,true,true,false,false,0.000,0.000
random,1358,136.5,118,118,0.420,0.195,0.254,0.131,large,none,never,partial,opportunistic,3,year0,pandemic|flood|immigration,7,9,true,true,false,true,0.000,0.000
random,-27,170.0,103,103,0.395,0.304,0.182,0.119,medium,large,never,partial,opportunistic,2,year0,flood|pandemic|immigration,3,4,true,true,false,true,0.000,0.069
random,1182,157.3,80,80,0.245,0.261,0.306,0.188,medium,medium,after-flood,none,ignore,2,late,pandemic|flood|immigration,9,15,false,true,false,false,0.000,0.167
random,1897,8.0,125,125,0.529,0.132,0.305,0.033,small,none,never,full,ignore,1,spread,pandemic|flood|immigration,9,4,true,true,false,false,0.000,0.000
random,1681,38.8,151,151,0.396,0.270,0.292,0.042,small,none,never,full,committed,0,late,immigration|pandemic|flood,8,3,true,true,false,true,0.000,0.000
random,1940,300.5,106,106,0.719,0.029,0.229,0.024,medium,small,early,full,ignore,1,year0,immigration|flood|pandemic,5,15,true,true,false,false,0.000,0.000
random,1161,34.8,132,132,0.364,0.278,0.282,0.076,medium,medium,early,partial,committed,0,late,flood|pandemic|immigration,10,13,false,true,false,true,0.000,0.167
random,983,9.8,112,112,0.407,0.179,0.266,0.148,mixed,small,never,partial,committed,3,spread,flood|pandemic|immigration,8,12,true,true,false,true,0.000,0.027
random,2250,654.0,94,94,0.528,0.046,0.294,0.132,mixed,small,after-flood,none,committed,2,year0,immigration|flood|pandemic,4,11,true,true,false,true,0.000,0.056
random,1688,172.0,127,127,0.193,0.219,0.354,0.233,medium,large,after-flood,partial,opportunistic,4,late,immigration|flood|pandemic,3,6,true,true,true,true,0.000,0.146
random,930,201.5,82,82,0.267,0.197,0.442,0.094,small,large,early,none,ignore,2,year0,flood|immigration|pandemic,4,3,true,true,false,false,0.000,0.000
random,1568,966.0,90,90,0.777,0.005,0.113,0.105,mixed,large,never,full,committed,1,late,pandemic|immigration|flood,8,0,true,true,false,false,0.000,0.000
random,1755,9.5,93,93,0.494,0.310,0.012,0.184,small,large,early,partial,ignore,4,late,flood|immigration|pandemic,2,9,true,true,true,false,0.000,0.000
random,1560,67.0,110,110,0.464,0.107,0.144,0.285,small,medium,never,partial,committed,0,spread,immigration|flood|pandemic,1,5,true,true,false,false,0.000,0.000
random,2171,520.8,106,106,0.434,0.149,0.281,0.136,small,medium,after-flood,none,opportunistic,2,late,pandemic|flood|immigration,4,11,true,true,false,true,0.000,0.000
random,890,119.8,101,101,0.242,0.411,0.207,0.140,small,medium,never,none,committed,1,late,flood|pandemic|immigration,6,14,false,false,false,true,0.000,0.000
random,-1513,141.0,77,77,0.366,0.276,0.248,0.109,mixed,none,after-flood,none,committed,2,spread,immigration|flood|pandemic,11,1,false,true,false,true,0.000,0.000
random,1182,13.0,106,106,0.459,0.173,0.330,0.038,small,small,after-flood,partial,ignore,1,year0,pandemic|immigration|flood,5,14,true,true,false,false,0.000,0.042
random,2143,572.0,143,143,0.462,0.095,0.304,0.139,medium,none,after-flood,full,committed,3,late,flood|pandemic|immigration,2,12,true,true,true,true,0.000,0.000
random,1790,211.8,78,78,0.358,0.183,0.209,0.250,large,none,early,none,ignore,3,late,pandemic|flood|immigration,0,6,true,true,true,false,0.000,0.000
random,1896,334.0,115,115,0.438,0.029,0.301,0.233,small,none,after-flood,full,ignore,4,late,flood|pandemic|immigration,5,8,true,true,true,false,0.000,0.000
random,1941,530.3,121,121,0.462,0.086,0.220,0.233,medium,small,early,partial,opportunistic,2,late,pandemic|flood|immigration,8,6,false,true,false,true,0.000,0.042
random,1813,22.8,102,102,0.460,0.102,0.204,0.233,mixed,medium,never,partial,ignore,3,year0,pandemic|flood|immigration,6,11,false,true,false,false,0.000,0.000
random,204,7.5,131,131,0.290,0.156,0.483,0.071,medium,medium,after-flood,partial,committed,2,spread,pandemic|flood|immigration,0,8,true,true,false,true,0.000,0.000
random,2392,56.8,85,85,0.585,0.096,0.051,0.267,medium,large,never,partial,committed,4,year0,immigration|flood|pandemic,11,1,false,true,false,false,0.000,0.000
random,136,556.0,87,87,0.257,0.168,0.232,0.344,small,none,early,none,committed,0,year0,immigration|flood|pandemic,9,8,false,true,false,false,0.000,0.000
random,2036,231.0,122,122,0.423,0.191,0.236,0.150,small,none,never,full,ignore,4,late,flood|immigration|pandemic,10,5,true,true,true,false,0.000,0.000
random,885,145.3,71,71,0.415,0.147,0.295,0.142,mixed,none,after-flood,none,ignore,4,year0,flood|pandemic|immigration,8,6,false,true,false,false,0.000,0.000
random,1157,343.3,110,110,0.300,0.207,0.238,0.255,small,none,early,none,committed,0,late,immigration|flood|pandemic,10,3,false,true,false,true,0.000,0.000
random,775,0.5,103,103,0.466,0.382,0.102,0.050,large,medium,early,full,ignore,2,late,flood|immigration|pandemic,11,11,false,true,false,false,0.000,0.000
random,1324,1.5,116,116,0.437,0.146,0.153,0.265,small,large,after-flood,full,committed,0,year0,pandemic|immigration|flood,9,12,false,true,false,false,0.000,0.000
random,-11,54.3,103,103,0.469,0.227,0.224,0.080,small,none,after-flood,none,committed,0,spread,flood|pandemic|immigration,6,15,false,false,false,true,0.000,0.000
random,1373,763.0,91,91,0.682,0.016,0.148,0.154,large,none,after-flood,full,ignore,0,late,flood|pandemic|immigration,6,13,false,true,false,false,0.000,0.000
random,416,56.3,124,124,0.289,0.112,0.378,0.220,large,small,never,partial,committed,3,spread,pandemic|flood|immigration,3,4,true,true,false,true,0.000,0.067
random,1626,1436.0,70,70,0.515,0.016,0.204,0.265,medium,none,after-flood,none,committed,0,late,flood|pandemic|immigration,10,14,false,true,false,true,0.000,0.000
random,1356,226.5,121,121,0.207,0.127,0.406,0.261,large,large,never,partial,opportunistic,3,late,pandemic|flood|immigration,0,5,true,true,false,true,0.000,0.278
random,1542,446.0,78,78,0.265,0.086,0.458,0.191,large,large,early,none,ignore,4,late,pandemic|flood|immigration,2,5,true,true,false,false,0.000,0.000
random,1640,107.8,141,141,0.231,0.303,0.310,0.156,small,large,never,full,committed,2,late,immigration|pandemic|flood,0,7,true,true,false,true,0.000,0.000
random,-926,12.3,85,85,0.448,0.300,0.199,0.053,large,large,never,partial,ignore,3,spread,immigration|flood|pandemic,4,8,true,true,false,false,0.000,0.000
random,858,65.8,73,73,0.575,0.162,0.129,0.134,small,medium,after-flood,none,ignore,2,spread,immigration|pandemic|flood,6,10,false,true,false,false,0.000,0.000
random,-1107,170.5,78,78,0.297,0.316,0.079,0.308,large,small,after-flood,partial,opportunistic,2,year0,immigration|pandemic|flood,1,1,false,true,false,false,0.000,0.000
random,708,70.3,148,148,0.259,0.259,0.461,0.020,large,small,after-flood,partial,opportunistic,1,late,pandemic|flood|immigration,7,12,true,true,false,true,0.000,0.117
random,-1874,107.0,109,109,0.243,0.335,0.180,0.242,large,large,never,full,committed,4,spread,pandemic|immigration|flood,6,12,false,true,false,true,0.000,0.000
random,-1042,378.5,60,60,0.293,0.268,0.051,0.389,medium,small,after-flood,none,ignore,0,year0,flood|immigration|pandemic,9,5,false,true,false,false,0.000,0.000
random,311,59.3,128,128,0.373,0.204,0.303,0.119,mixed,medium,never,partial,committed,2,spread,pandemic|immigration|flood,1,11,true,true,false,true,0.000,0.091
random,2066,177.3,118,118,0.502,0.089,0.239,0.170,large,large,never,full,opportunistic,1,spread,pandemic|flood|immigration,7,14,true,true,false,true,0.000,0.000
random,-3392,18.0,104,104,0.232,0.346,0.375,0.047,large,large,never,full,ignore,1,spread,pandemic|immigration|flood,6,10,false,true,false,false,0.000,0.000
random,656,82.8,63,63,0.428,0.200,0.310,0.062,medium,none,never,none,ignore,4,spread,pandemic|immigration|flood,4,8,false,false,false,false,0.000,0.000
random,-147,103.0,126,126,0.227,0.135,0.467,0.171,small,large,early,partial,committed,0,spread,pandemic|flood|immigration,10,0,false,true,false,true,0.000,0.000
random,-463,190.3,65,65,0.317,0.213,0.047,0.422,mixed,medium,early,none,opportunistic,2,spread,flood|pandemic|immigration,4,12,true,true,false,false,0.000,0.000
random,433,169.8,81,81,0.270,0.376,0.172,0.183,medium,none,after-flood,none,opportunistic,1,late,flood|immigration|pandemic,9,1,true,true,false,true,0.000,0.000
random,-2773,12.8,85,85,0.291,0.504,0.117,0.088,mixed,none,never,full,ignore,2,spread,pandemic|flood|immigration,0,1,true,true,false,false,0.000,0.000
